age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
,4.67,1.93,5.14,5.26,89.0,100.0,Low,51.54
,7.09,6.07,2.0,7.17,129.0,82.67,High,7.53
34.0,3.47,1.11,4.06,4.36,41.0,100.0,Low,55.09
16.0,8.12,4.69,1.04,4.54,296.0,85.17,Medium,0.0
23.0,7.66,3.74,6.97,7.24,214.0,100.0,Medium,78.48
33.0,9.15,6.4,2.86,7.78,64.0,100.0,High,10.0
29.0,11.38,9.15,5.01,5.61,130.0,82.1,High,13.63
32.0,11.12,5.74,1.27,6.45,228.0,86.1,High,0.0
25.0,11.46,6.37,1.65,8.73,249.0,92.54,High,10.0
39.0,4.45,3.96,7.94,8.73,197.0,100.0,Medium,93.48
37.0,3.32,2.56,6.02,5.54,269.0,100.0,Medium,56.92
30.0,5.02,4.21,7.7,8.05,30.0,100.0,Medium,92.56
36.0,10.95,6.17,2.37,6.97,271.0,95.07,,4.49
31.0,11.72,5.16,1.32,8.88,254.0,94.99,High,17.77
19.0,10.59,5.79,4.02,6.39,155.0,,High,36.08
26.0,3.1,2.26,3.96,7.87,273.0,100.0,Medium,51.72
25.0,11.47,4.19,1.4,7.84,73.0,100.0,Medium,27.9
29.0,6.23,2.88,5.87,6.49,148.0,100.0,Medium,60.25
17.0,,0.69,2.89,7.98,245.0,100.0,Low,51.29
15.0,6.42,3.59,1.49,5.31,39.0,99.89,Medium,11.48
34.0,2.46,1.96,2.66,4.61,119.0,100.0,Low,30.3
30.0,7.44,2.34,4.51,6.13,76.0,100.0,Medium,59.39
16.0,5.39,3.8,5.81,8.72,245.0,100.0,Medium,52.67
16.0,6.73,5.78,3.86,6.5,160.0,100.0,High,25.69
17.0,8.13,3.59,4.2,7.18,144.0,100.0,Medium,43.39
22.0,10.69,7.66,1.11,7.12,71.0,84.12,High,0.0
38.0,8.62,7.63,7.32,4.66,153.0,92.88,High,34.87
29.0,6.34,5.56,7.43,5.95,172.0,100.0,High,68.55
21.0,10.19,4.49,5.47,7.53,205.0,100.0,Medium,60.93
20.0,11.06,3.98,0.14,8.86,258.0,100.0,Medium,6.11
23.0,3.2,1.24,4.3,4.84,202.0,100.0,Low,46.94
34.0,7.32,5.28,,6.05,22.0,100.0,High,
15.0,4.85,3.57,7.96,4.48,215.0,100.0,Medium,62.72
22.0,2.47,1.74,7.97,5.21,185.0,100.0,Low,85.84
37.0,8.69,4.36,6.86,5.88,160.0,100.0,Medium,84.03
37.0,10.63,4.27,0.51,6.7,130.0,90.82,Medium,15.41
17.0,3.63,2.35,7.63,5.15,280.0,100.0,Medium,73.05
18.0,10.12,5.97,4.9,5.14,207.0,95.94,High,27.58
39.0,10.53,7.76,6.41,7.89,292.0,87.91,High,48.65
29.0,11.14,6.29,3.26,8.81,204.0,100.0,High,24.89
20.0,4.65,2.34,2.56,5.62,111.0,100.0,Medium,20.74
29.0,11.04,5.26,3.71,7.44,213.0,99.91,High,29.27
35.0,5.21,2.22,1.17,5.29,66.0,100.0,Medium,16.14
17.0,7.52,3.46,2.86,8.64,163.0,100.0,Medium,37.17
39.0,2.51,0.9,6.86,7.36,,100.0,Low,86.47
35.0,2.44,1.24,0.3,8.01,139.0,100.0,Low,17.96
35.0,9.2,2.96,1.21,,153.0,89.1,Medium,0.0
28.0,6.44,2.65,1.0,6.99,216.0,92.17,Medium,24.91
34.0,4.56,3.41,3.22,6.64,56.0,100.0,Medium,46.37
28.0,3.9,1.93,7.98,5.46,206.0,100.0,Low,100.0
18.0,8.7,6.1,1.39,5.31,232.0,79.58,,0.0
26.0,2.0,1.46,1.16,6.9,129.0,100.0,Low,22.78
31.0,10.06,6.53,7.32,7.53,206.0,100.0,High,61.35
21.0,2.79,2.44,7.06,4.17,97.0,100.0,Medium,54.32
23.0,3.91,1.22,0.26,6.84,144.0,100.0,Low,2.88
17.0,5.86,4.36,6.01,4.85,21.0,100.0,Medium,57.36
27.0,,6.0,5.24,4.7,90.0,98.28,High,16.07
29.0,5.55,4.54,6.14,7.12,231.0,100.0,Medium,46.99
32.0,5.21,2.09,3.96,5.55,27.0,100.0,Medium,56.28
33.0,11.64,5.77,7.93,6.2,203.0,100.0,High,58.88
15.0,8.42,,0.35,,183.0,93.64,Medium,0.0
20.0,2.23,1.47,1.87,7.24,288.0,100.0,Low,21.59
37.0,6.3,4.58,,6.35,100.0,100.0,Medium,18.49
16.0,10.75,5.27,3.6,8.82,281.0,100.0,High,24.66
38.0,5.01,3.12,7.37,5.76,294.0,100.0,Medium,64.73
28.0,2.95,2.11,4.48,7.7,124.0,100.0,Medium,68.84
20.0,9.58,5.3,0.36,5.29,47.0,88.59,High,
28.0,8.06,6.55,3.26,6.54,66.0,99.51,High,8.86
18.0,7.7,5.87,3.33,6.76,74.0,95.46,High,19.3
35.0,2.54,0.86,7.72,5.65,98.0,100.0,Low,100.0
22.0,3.4,2.29,4.79,6.36,20.0,100.0,Medium,64.53
17.0,8.23,3.63,5.09,5.4,187.0,100.0,Medium,57.87
33.0,4.08,2.59,5.71,4.03,42.0,100.0,Medium,49.68
28.0,7.04,6.15,6.16,5.08,247.0,92.31,High,28.47
34.0,7.45,6.16,5.08,7.5,279.0,95.91,High,27.47
31.0,4.84,2.63,1.9,7.85,283.0,100.0,Medium,32.69
39.0,11.48,5.45,6.99,5.4,183.0,100.0,High,52.7
22.0,10.42,4.59,5.86,6.04,29.0,100.0,Medium,56.75
38.0,9.22,5.71,5.93,4.19,135.0,100.0,High,7.16
28.0,2.78,1.02,7.97,5.19,177.0,100.0,Low,83.33
20.0,3.06,1.93,6.42,7.9,291.0,100.0,Low,82.16
37.0,6.93,2.08,6.63,7.03,177.0,,Medium,98.19
36.0,3.61,1.78,7.61,5.03,221.0,100.0,Low,75.35
30.0,11.78,5.09,1.21,5.29,140.0,86.62,High,15.94
39.0,3.59,3.17,3.98,,158.0,100.0,Medium,36.78
33.0,6.87,5.06,4.64,5.05,181.0,92.4,High,28.19
28.0,5.64,2.88,2.63,5.67,227.0,100.0,Medium,23.2
33.0,8.39,2.98,6.72,7.32,74.0,100.0,Medium,72.8
17.0,3.29,2.01,6.1,6.81,279.0,100.0,Medium,79.62
24.0,6.3,2.7,5.77,6.3,63.0,100.0,Medium,64.95
33.0,4.75,2.95,7.98,,178.0,100.0,Medium,78.3
23.0,10.88,8.72,2.08,,117.0,75.59,High,0.0
34.0,2.41,1.61,5.88,7.71,,100.0,Low,72.51
27.0,11.14,7.58,4.41,4.8,217.0,,High,7.28
21.0,10.33,6.45,2.5,,116.0,90.43,High,3.3
28.0,4.98,4.26,1.28,8.35,258.0,94.57,Medium,23.08
23.0,9.89,8.5,7.17,6.29,31.0,100.0,High,32.74
37.0,2.31,1.4,4.76,7.62,64.0,100.0,Low,75.36
39.0,11.67,5.64,6.6,8.1,28.0,100.0,High,75.64
33.0,7.27,4.19,4.36,4.68,20.0,100.0,Medium,31.01
29.0,5.03,2.07,1.76,7.53,229.0,100.0,Medium,51.41
34.0,5.63,3.84,2.7,8.6,73.0,100.0,Medium,43.88
28.0,2.66,1.6,3.05,6.88,123.0,100.0,Low,38.98
38.0,11.89,4.3,7.78,4.93,171.0,100.0,Medium,50.87
20.0,2.39,1.0,0.05,4.63,29.0,100.0,Low,0.38
35.0,8.55,5.03,7.89,5.3,59.0,100.0,High,63.76
18.0,6.43,5.35,7.84,4.52,63.0,100.0,High,40.01
22.0,11.49,7.35,7.97,6.57,287.0,100.0,High,62.83
31.0,4.46,3.16,3.81,4.35,297.0,96.48,Medium,48.05
23.0,7.32,,7.71,5.12,174.0,100.0,Medium,51.94
15.0,6.82,4.38,3.16,6.2,101.0,100.0,Medium,27.04
38.0,9.03,5.13,0.21,6.37,216.0,91.67,,0.0
34.0,2.68,1.86,1.79,,71.0,100.0,Low,42.15
39.0,3.94,1.3,7.56,7.53,242.0,100.0,Low,
28.0,4.15,2.47,0.11,4.24,78.0,100.0,Medium,0.17
25.0,9.38,4.48,4.37,4.4,295.0,89.47,Medium,24.0
35.0,3.89,1.93,0.6,4.3,295.0,92.73,Low,0.0
17.0,7.73,6.78,2.29,6.12,129.0,,High,0.0
23.0,4.15,1.7,0.7,4.21,49.0,100.0,Low,20.12
28.0,10.62,5.17,6.88,7.73,126.0,100.0,High,60.44
23.0,11.42,6.92,4.73,5.12,114.0,92.97,High,26.37
18.0,7.18,5.87,7.22,8.7,226.0,100.0,High,55.08
18.0,5.52,3.04,5.51,6.43,191.0,100.0,Medium,54.01
22.0,,3.24,7.77,6.23,98.0,100.0,Medium,59.35
16.0,2.5,2.03,4.08,7.9,269.0,100.0,Medium,79.21
23.0,4.69,2.28,5.11,7.57,237.0,100.0,Medium,43.69
28.0,8.54,4.57,4.61,7.04,76.0,100.0,Medium,53.59
,7.34,3.77,3.87,8.68,166.0,100.0,Medium,51.23
23.0,11.44,9.15,6.77,6.11,253.0,82.25,High,17.4
38.0,5.96,1.95,5.16,8.04,36.0,100.0,Low,66.22
37.0,8.94,4.34,6.41,5.9,216.0,100.0,Medium,47.78
30.0,6.89,4.88,6.29,8.19,208.0,100.0,Medium,54.66
31.0,7.13,4.56,1.53,5.3,151.0,91.67,Medium,0.0
30.0,4.68,2.63,5.2,5.45,267.0,100.0,Medium,28.95
26.0,6.55,4.09,1.6,7.39,169.0,100.0,Medium,20.99
17.0,6.71,2.81,4.67,5.06,221.0,100.0,Medium,49.43
25.0,9.07,5.06,5.42,5.15,232.0,100.0,High,29.03
28.0,11.41,6.86,7.98,5.53,236.0,100.0,High,45.05
32.0,5.29,4.45,0.24,7.39,25.0,99.31,Medium,8.77
35.0,2.42,1.1,0.73,8.45,177.0,100.0,Low,21.62
35.0,6.96,5.71,0.62,7.37,94.0,82.91,High,0.0
19.0,7.44,5.11,3.19,8.14,270.0,93.14,High,23.71
30.0,3.68,1.15,6.57,6.72,65.0,100.0,Low,84.87
34.0,9.6,7.05,6.75,4.34,248.0,100.0,High,21.1
19.0,11.85,3.81,5.9,4.5,201.0,100.0,Medium,51.03
17.0,11.46,10.3,7.18,6.77,,89.83,High,16.24
26.0,3.97,3.27,2.58,5.64,164.0,100.0,Medium,27.34
15.0,10.75,5.14,0.71,5.1,69.0,92.44,High,7.16
35.0,9.04,4.11,0.47,6.33,119.0,94.84,Medium,20.9
23.0,6.54,3.46,6.82,7.33,239.0,100.0,Medium,78.65
23.0,7.41,3.81,,5.92,158.0,100.0,Medium,28.96
18.0,10.5,5.5,5.59,8.01,33.0,100.0,High,57.27
17.0,6.8,3.34,2.72,7.69,32.0,100.0,Medium,53.52
31.0,5.73,3.85,3.04,7.67,269.0,96.91,Medium,32.55
16.0,6.93,2.76,7.66,8.93,191.0,100.0,Medium,86.78
38.0,7.79,6.29,0.51,5.48,125.0,80.54,High,0.0
15.0,3.89,3.06,6.19,7.22,208.0,100.0,Medium,79.58
22.0,11.01,6.45,,8.28,36.0,100.0,High,8.2
27.0,8.74,7.09,0.31,6.9,69.0,90.93,High,0.0
37.0,8.33,3.73,5.94,7.95,268.0,100.0,Medium,54.74
29.0,2.99,0.93,2.65,6.07,246.0,100.0,Low,42.61
22.0,8.04,5.4,5.78,6.95,98.0,100.0,High,44.19
,3.21,1.84,5.66,4.28,291.0,100.0,,38.44
36.0,2.79,1.79,4.28,8.93,232.0,100.0,Low,61.88
26.0,7.27,6.1,6.22,8.0,36.0,100.0,High,71.29
28.0,6.03,5.32,4.65,8.34,270.0,100.0,High,39.41
29.0,7.89,5.37,2.29,7.47,103.0,98.28,High,20.32
29.0,2.89,2.19,5.87,4.93,216.0,100.0,Medium,45.15
23.0,,2.21,4.71,4.16,284.0,98.04,Medium,48.35
33.0,3.75,1.49,0.1,8.32,37.0,100.0,Low,44.62
34.0,11.87,8.78,7.21,5.98,240.0,90.5,High,27.74
36.0,7.61,4.25,4.37,5.32,254.0,100.0,,16.62
22.0,8.87,5.03,6.95,6.81,195.0,100.0,High,63.86
35.0,5.25,2.55,7.06,6.1,91.0,100.0,Medium,86.09
33.0,2.95,1.96,3.56,7.26,110.0,100.0,Low,45.92
20.0,11.76,4.83,4.06,6.42,42.0,,Medium,43.49
34.0,4.86,3.29,3.33,7.49,232.0,100.0,Medium,41.98
39.0,6.24,2.52,3.6,8.27,147.0,100.0,Medium,32.85
33.0,8.5,2.88,7.16,4.98,78.0,100.0,Medium,65.24
18.0,2.25,1.12,6.31,5.65,104.0,100.0,Low,75.91
37.0,10.1,4.43,1.01,6.18,248.0,86.95,Medium,0.0
21.0,7.37,6.14,4.88,8.81,287.0,99.38,High,35.08
18.0,4.78,1.59,7.97,5.83,131.0,100.0,Low,
36.0,2.62,1.06,4.76,5.91,135.0,100.0,Low,72.86
26.0,3.62,2.28,6.29,7.27,257.0,100.0,Medium,89.46
27.0,10.95,6.45,6.15,6.1,71.0,100.0,High,41.66
17.0,8.86,2.9,2.8,8.76,103.0,100.0,Medium,60.27
36.0,4.5,1.37,,8.47,130.0,100.0,Low,66.5
26.0,2.66,2.37,5.79,6.57,219.0,100.0,Medium,77.49
16.0,8.91,6.2,4.0,7.22,238.0,94.32,High,35.32
38.0,,4.01,4.56,4.29,248.0,91.12,Medium,24.15
16.0,6.05,3.52,,7.48,40.0,100.0,Medium,64.23
37.0,5.64,2.59,6.22,7.54,195.0,100.0,Medium,52.33
23.0,4.17,2.11,2.17,5.8,75.0,100.0,Medium,42.62
15.0,8.7,6.0,1.17,5.1,162.0,76.28,High,0.0
22.0,11.71,9.72,2.33,8.58,245.0,70.89,High,0.0
37.0,,1.54,4.06,6.13,27.0,100.0,Low,66.08
20.0,7.97,6.41,2.74,7.27,143.0,100.0,High,18.87
20.0,6.24,,4.55,4.17,265.0,100.0,Medium,39.95
36.0,6.47,2.78,0.43,6.07,120.0,96.51,Medium,13.11
39.0,4.54,1.46,4.08,8.09,112.0,100.0,Low,66.07
32.0,10.25,3.94,2.94,5.94,273.0,92.87,Medium,18.4
31.0,6.85,5.83,4.28,7.02,99.0,100.0,High,21.5
26.0,7.43,4.28,,5.05,50.0,100.0,Medium,9.28
20.0,5.05,1.75,2.27,6.08,31.0,100.0,Low,25.33
22.0,3.82,3.35,7.23,8.64,146.0,100.0,Medium,83.6
33.0,2.86,2.37,1.48,6.83,,100.0,Medium,12.6
24.0,9.14,,5.45,8.51,88.0,100.0,High,29.93
15.0,3.96,3.41,,8.51,30.0,100.0,Medium,80.18
39.0,8.9,3.85,4.31,8.72,42.0,100.0,Medium,51.82
27.0,5.9,4.73,7.01,8.48,228.0,100.0,Medium,79.13
31.0,6.16,4.4,1.0,4.02,234.0,81.93,Medium,0.0
17.0,6.69,5.5,3.95,8.67,142.0,100.0,High,35.07
22.0,5.68,4.42,3.66,4.69,92.0,100.0,Medium,12.69
28.0,3.01,1.53,0.06,4.2,229.0,90.5,Low,2.03
17.0,5.1,3.9,3.55,4.28,293.0,97.22,Medium,10.69
30.0,8.64,3.95,2.95,5.74,113.0,,Medium,21.36
27.0,8.66,4.31,5.36,7.1,255.0,100.0,Medium,
34.0,4.86,,7.51,6.01,173.0,100.0,Low,89.91
38.0,,5.68,0.69,4.13,293.0,76.66,High,0.0
31.0,3.93,1.87,2.62,6.38,232.0,100.0,Low,37.73
,4.1,2.51,3.55,6.21,147.0,100.0,Medium,51.73
20.0,2.23,1.19,3.64,7.78,252.0,100.0,Low,44.12
31.0,10.97,9.61,6.2,5.4,60.0,89.34,High,0.0
28.0,4.11,2.06,3.55,5.09,62.0,100.0,Medium,59.22
31.0,4.28,3.28,0.22,5.28,289.0,84.66,Medium,0.0
22.0,4.8,3.9,5.68,5.52,47.0,100.0,Medium,32.54
25.0,3.27,1.84,7.08,7.0,289.0,100.0,Low,80.61
34.0,8.39,4.42,4.11,6.36,93.0,100.0,Medium,45.42
15.0,2.75,2.06,4.65,5.68,164.0,100.0,Medium,74.33
21.0,3.34,2.83,1.3,5.87,181.0,93.66,Medium,29.86
35.0,8.45,6.36,1.77,5.85,265.0,79.52,High,0.0
35.0,5.4,2.36,1.88,8.86,289.0,100.0,Medium,34.29
31.0,9.08,7.56,3.45,5.16,230.0,71.21,High,0.0
24.0,7.57,4.03,7.43,8.09,299.0,100.0,Medium,74.57
25.0,4.56,2.94,4.17,7.54,242.0,100.0,Medium,50.66
36.0,8.51,6.8,1.54,4.03,89.0,79.94,High,0.0
23.0,3.16,1.31,2.13,8.97,39.0,100.0,Low,32.49
23.0,7.36,5.67,3.07,7.78,140.0,96.69,High,10.8
,6.37,4.19,4.99,7.41,192.0,100.0,Medium,45.42
19.0,4.68,3.91,3.52,6.03,53.0,100.0,Medium,41.24
31.0,8.04,3.24,3.14,6.78,90.0,100.0,Medium,32.67
23.0,10.71,5.92,4.52,5.27,52.0,94.85,High,46.2
31.0,11.99,9.59,1.93,4.18,281.0,65.2,High,0.0
38.0,8.08,2.52,0.63,8.18,291.0,100.0,Medium,13.39
35.0,6.05,2.22,0.2,8.48,128.0,100.0,Medium,11.89
33.0,4.25,3.8,2.01,4.81,42.0,100.0,Medium,10.44
21.0,4.57,2.14,0.73,7.94,165.0,100.0,Medium,29.67
37.0,6.79,6.01,2.69,7.71,33.0,,High,18.2
23.0,5.67,2.32,6.18,4.89,55.0,100.0,Medium,57.41
21.0,11.14,5.76,5.73,6.11,290.0,94.55,High,45.29
27.0,5.68,4.27,4.89,6.11,280.0,100.0,Medium,50.7
25.0,5.73,3.98,6.82,7.8,72.0,100.0,Medium,66.2
28.0,5.84,3.79,2.26,8.19,67.0,100.0,Medium,62.09
33.0,10.37,6.41,7.08,4.47,30.0,99.76,High,29.92
25.0,8.51,6.86,3.19,6.81,277.0,84.87,High,3.15
27.0,8.14,3.59,3.21,7.81,299.0,100.0,Medium,33.86
28.0,5.34,3.02,3.24,7.93,229.0,100.0,Medium,29.78
27.0,10.18,4.0,0.78,4.74,31.0,94.89,Medium,0.56
15.0,2.38,1.57,7.8,6.63,270.0,100.0,Low,89.28
22.0,10.71,4.82,1.11,8.29,179.0,93.31,Medium,12.82
26.0,7.13,3.57,2.73,5.59,55.0,100.0,Medium,25.03
33.0,5.98,3.48,2.55,6.13,168.0,100.0,Medium,31.27
26.0,6.97,2.2,0.6,8.02,217.0,100.0,Medium,28.02
22.0,8.67,3.08,1.22,4.45,265.0,94.65,Medium,0.0
22.0,2.13,1.52,0.36,8.3,223.0,100.0,Low,23.24
35.0,10.72,5.98,2.34,5.56,63.0,97.02,High,0.0
27.0,6.47,5.3,6.93,4.01,225.0,98.79,High,56.87
26.0,5.43,3.89,2.72,5.17,260.0,92.84,Medium,23.68
30.0,3.38,1.03,0.99,4.45,60.0,98.23,Low,25.41
15.0,6.39,4.28,5.17,4.46,95.0,,Medium,42.26
27.0,6.96,2.48,7.97,7.46,221.0,100.0,Medium,89.38
21.0,6.04,4.64,1.86,5.07,114.0,100.0,Medium,4.95
19.0,8.79,7.87,2.24,8.67,47.0,94.78,High,0.0
22.0,6.21,3.84,7.77,6.58,163.0,100.0,Medium,68.36
39.0,11.61,8.24,1.43,6.3,78.0,83.28,High,0.0
28.0,7.99,3.53,4.09,6.17,148.0,100.0,Medium,28.3
37.0,10.07,5.66,1.92,7.46,20.0,98.29,High,3.59
27.0,3.09,2.51,7.46,6.26,41.0,100.0,Medium,82.32
,5.97,2.39,7.85,4.64,245.0,100.0,Medium,60.13
37.0,5.37,2.47,6.52,8.4,223.0,100.0,Medium,90.76
31.0,7.69,4.36,2.52,6.14,206.0,92.91,Medium,21.42
29.0,10.61,7.72,3.23,4.37,46.0,85.69,High,0.0
34.0,2.78,1.46,1.94,6.65,,100.0,Low,32.64
32.0,2.73,2.34,7.13,7.24,114.0,100.0,Medium,97.1
32.0,10.5,3.75,7.32,5.38,85.0,100.0,Medium,71.64
16.0,4.13,2.16,3.35,8.0,196.0,100.0,Medium,60.22
18.0,8.69,6.3,5.25,7.35,294.0,93.42,High,40.49
15.0,7.43,3.24,1.32,7.25,175.0,,Medium,13.51
18.0,10.33,7.17,3.48,6.1,38.0,96.51,High,0.0
32.0,3.25,1.3,5.05,8.81,77.0,100.0,Low,71.79
19.0,3.3,1.1,3.08,5.37,292.0,100.0,Low,40.69
33.0,7.57,2.82,2.86,6.89,217.0,100.0,Medium,6.75
29.0,11.46,9.83,0.01,5.55,98.0,66.49,High,0.0
22.0,6.15,3.88,6.43,7.72,60.0,100.0,Medium,63.11
34.0,5.27,4.1,7.11,4.24,245.0,100.0,Medium,45.95
31.0,8.07,4.03,7.76,4.23,280.0,100.0,Medium,64.08
15.0,11.3,7.41,5.75,,264.0,95.48,High,16.21
26.0,10.37,6.19,4.39,6.17,42.0,100.0,High,7.03
33.0,11.95,10.37,2.15,5.71,216.0,64.66,High,0.0
29.0,2.23,1.67,7.99,7.04,255.0,100.0,Low,99.34
23.0,,2.31,4.72,7.51,145.0,100.0,Medium,56.1
21.0,8.09,2.65,5.45,5.01,285.0,100.0,Medium,43.63
16.0,10.21,6.43,5.46,4.93,159.0,100.0,High,40.48
,4.85,2.81,6.76,8.79,146.0,100.0,Medium,89.07
24.0,4.39,3.76,0.08,6.95,133.0,89.73,Medium,0.0
16.0,9.87,4.48,1.76,5.95,32.0,98.22,Medium,0.0
33.0,2.56,1.18,5.32,8.01,247.0,100.0,,95.22
25.0,5.69,3.11,7.16,6.63,28.0,100.0,Medium,81.41
27.0,7.06,3.15,5.48,5.21,165.0,100.0,Medium,46.35
24.0,7.6,2.87,3.31,5.03,182.0,100.0,Medium,31.8
28.0,9.29,7.57,2.89,5.98,242.0,78.02,High,0.0
32.0,5.55,3.52,5.9,8.3,235.0,100.0,Medium,70.38
33.0,8.13,6.64,5.93,4.31,188.0,91.42,High,5.14
36.0,7.85,6.27,4.86,5.09,45.0,98.16,High,18.52
23.0,7.48,3.51,2.33,8.47,144.0,100.0,Medium,22.68
39.0,8.4,5.28,7.4,4.61,269.0,94.97,High,45.95
21.0,4.59,1.61,4.42,7.15,29.0,,Low,56.64
17.0,2.85,2.42,6.32,5.07,124.0,100.0,Medium,59.48
34.0,3.19,1.73,1.71,7.03,125.0,100.0,Low,29.16
20.0,4.25,2.28,2.75,5.92,20.0,100.0,Medium,40.84
35.0,7.0,3.37,7.0,4.51,201.0,100.0,Medium,55.74
16.0,10.4,5.99,0.4,6.91,160.0,92.71,High,0.0
20.0,9.01,4.06,4.1,7.42,249.0,100.0,Medium,42.28
17.0,9.89,5.19,3.85,7.4,83.0,100.0,High,52.35
30.0,5.51,4.3,6.01,7.19,97.0,100.0,Medium,55.17
22.0,6.05,4.84,2.26,6.5,251.0,85.61,Medium,21.88
16.0,5.94,2.87,1.75,6.6,106.0,100.0,Medium,
31.0,3.92,2.28,7.41,7.18,202.0,100.0,Medium,78.07
23.0,2.61,2.15,4.57,7.45,165.0,100.0,,73.75
26.0,7.91,2.62,0.84,7.27,111.0,100.0,Medium,22.65
17.0,11.89,9.91,1.54,6.93,142.0,74.57,High,0.0
25.0,3.67,1.58,7.99,4.78,295.0,,Low,90.67
15.0,2.47,1.75,1.56,5.05,,100.0,Low,14.0
37.0,9.8,6.37,4.88,5.3,238.0,86.7,High,17.85
27.0,4.53,2.86,3.36,8.6,211.0,100.0,Medium,56.75
29.0,10.3,8.4,7.08,7.8,126.0,100.0,High,
19.0,9.04,3.26,6.04,6.76,266.0,100.0,Medium,85.23
35.0,11.46,5.82,,5.26,76.0,94.04,High,19.61
31.0,6.09,3.79,0.09,4.55,,89.42,Medium,0.0
39.0,8.62,6.78,7.04,8.49,105.0,100.0,High,64.26
37.0,6.65,2.86,3.56,8.46,57.0,100.0,Medium,51.12
38.0,8.31,6.5,7.45,4.55,201.0,97.95,High,29.88
39.0,6.5,3.51,3.96,7.99,183.0,100.0,Medium,57.59
20.0,3.89,1.61,5.55,6.23,264.0,100.0,Low,60.8
35.0,7.08,5.35,0.55,5.62,145.0,,High,0.0
36.0,7.29,2.58,5.96,7.7,226.0,100.0,Medium,74.96
25.0,10.11,6.16,2.7,7.07,286.0,88.72,High,5.75
32.0,9.36,3.17,2.81,7.9,106.0,100.0,Medium,52.54
18.0,8.64,4.44,0.95,4.37,164.0,83.17,Medium,0.0
17.0,3.13,2.07,1.17,5.59,141.0,100.0,Medium,25.14
27.0,9.21,5.84,1.49,5.6,117.0,91.52,High,0.0
37.0,7.0,3.8,2.63,5.65,152.0,99.59,Medium,20.35
23.0,10.94,6.1,7.14,6.51,,100.0,High,48.82
35.0,11.2,4.88,2.95,5.42,218.0,94.06,Medium,10.83
20.0,2.55,1.46,5.79,6.22,144.0,100.0,Low,
26.0,10.21,8.9,0.66,5.84,227.0,60.53,High,0.0
16.0,2.38,1.93,,7.68,227.0,100.0,Low,69.42
17.0,5.67,2.2,3.86,7.02,140.0,100.0,Medium,89.66
17.0,7.42,2.36,7.82,7.27,161.0,100.0,Medium,85.83
26.0,3.48,2.99,6.77,5.05,76.0,100.0,Medium,50.9
29.0,9.46,5.83,3.64,5.63,164.0,94.32,High,
23.0,2.08,1.3,6.2,4.11,63.0,100.0,Low,66.7
37.0,3.69,2.84,1.54,4.54,151.0,,Medium,15.25
22.0,,3.82,4.5,5.33,100.0,100.0,Medium,35.57
25.0,,5.38,0.6,4.33,49.0,78.6,High,0.0
30.0,11.17,9.84,2.78,7.01,228.0,72.26,High,0.0
39.0,9.05,6.36,1.81,8.99,262.0,93.57,High,10.09
36.0,8.72,3.42,5.75,4.5,202.0,100.0,Medium,32.04
18.0,5.94,2.26,3.92,,177.0,100.0,Medium,56.31
15.0,2.01,0.85,6.01,4.59,165.0,100.0,Low,63.19
38.0,3.2,2.43,4.12,7.35,252.0,100.0,Medium,47.34
21.0,7.35,3.51,0.69,7.22,111.0,100.0,,0.0
16.0,8.75,2.74,5.88,8.51,191.0,100.0,Medium,82.26
38.0,6.17,5.35,6.67,4.57,209.0,100.0,High,36.66
19.0,,3.74,7.23,5.58,50.0,100.0,Medium,67.67
21.0,7.22,2.21,4.58,4.45,128.0,100.0,Medium,50.7
18.0,2.74,1.21,6.03,6.04,291.0,100.0,Low,64.78
19.0,3.92,1.73,6.02,8.56,114.0,100.0,Low,80.81
38.0,10.4,5.75,1.25,7.91,96.0,96.02,High,0.0
15.0,9.25,7.88,1.31,,170.0,86.08,,0.0
15.0,10.95,9.06,0.57,6.67,161.0,64.13,High,0.0
29.0,3.18,1.83,2.56,8.42,250.0,100.0,Low,48.29
34.0,,6.5,3.79,6.25,277.0,96.55,High,0.0
33.0,4.09,2.59,7.98,4.75,147.0,100.0,Medium,82.66
24.0,2.12,0.95,3.45,8.19,243.0,100.0,Low,73.37
32.0,11.97,3.97,5.81,5.4,203.0,100.0,Medium,37.14
17.0,4.81,4.15,5.55,4.27,299.0,100.0,Medium,32.52
25.0,8.68,3.58,1.64,4.63,48.0,97.77,Medium,7.63
29.0,3.77,1.58,0.47,7.05,37.0,100.0,Low,27.42
25.0,7.8,4.55,4.37,7.04,150.0,100.0,Medium,39.14
31.0,11.04,6.57,5.6,5.3,288.0,92.11,High,27.62
31.0,5.2,1.62,7.99,7.64,125.0,100.0,Low,100.0
20.0,8.7,3.38,2.87,7.87,176.0,100.0,Medium,48.06
19.0,3.88,2.04,7.17,8.6,,100.0,Medium,76.81
22.0,8.25,5.86,3.06,6.92,111.0,98.72,High,3.5
16.0,5.36,2.34,5.52,7.9,279.0,100.0,Medium,82.48
30.0,4.11,2.28,4.79,7.77,70.0,100.0,Medium,61.64
34.0,5.13,3.25,0.42,5.29,152.0,100.0,Medium,5.65
38.0,3.79,3.16,0.63,5.55,186.0,93.3,Medium,1.88
26.0,11.02,5.46,0.17,6.39,24.0,92.11,High,0.0
20.0,5.97,2.27,2.97,4.1,155.0,100.0,Medium,31.52
15.0,4.45,2.64,5.97,5.49,245.0,100.0,Medium,85.06
